Product,Description,Barcode,Colour,Size,Brand,Hierachy,UOM,SRP,Trade Price,Vat Code,Vat Rate,Web Friendly Description,Image Filename,Stock Flag,Pack Contents,Division Code,Discontinued Flag,Supersession Code,Unit Price,Country of Origin,Break Qty 1,Break Price 1,Break Qty 2,Break Price 2,Break Qty 3,Break Price 3,Break Qty 4,Break Price 4,Break Qty 5,Break Price 5
SKC292D,SPOK DT Champ 2 x292mm Bx500 SR,7.61305E+12,silver,292mm,DT Swiss,MPWHAE,Box of 500,325,108.23,NOR,20,"Champion silver spokes 14g = 2mm box 500, 292 mm",champsr,Y,1,DTSW,N,,108.23,CH,1,108.23,1,0,1,0,1,0,1,0
SKC293,SPOK DT Champ 2 x 293mm Bx100,7.61305E+12,silver,293mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 293 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC294,SPOK DT Champ 2 x 294mm Bx100,7.61305E+12,silver,294mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 294 mm",champsr,N,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC294D,SPOK DT Champ 2 x294mm Bx500 SR,7.61305E+12,silver,294mm,DT Swiss,MPWHAE,Box of 500,325,108.23,NOR,20,"Champion silver spokes 14g = 2mm box 500, 294 mm",champsr,Y,1,DTSW,N,,108.23,CH,1,108.23,1,0,1,0,1,0,1,0
SKC295,SPOK DT Champ 2 x 295mm Bx100,7.61305E+12,silver,295mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 295 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC296,SPOK DT Champ 2 x 296mm Bx100,7.61305E+12,silver,296mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 296 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC296D,SPOK DT Champ 2 x296mm Bx500 SR,7.61305E+12,silver,296mm,DT Swiss,MPWHAE,Box of 500,325,108.23,NOR,20,"Champion silver spokes 14g = 2mm box 500, 296 mm",champsr,Y,1,DTSW,N,,108.23,CH,1,108.23,1,0,1,0,1,0,1,0
SKC297,SPOK DT Champ 2 x 297mm Bx100,7.61305E+12,silver,297mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 297 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC298,SPOK DT Champ 2 x 298mm Bx100,7.61305E+12,silver,298mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 298 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC298D,SPOK DT Champ 2 x298mm Bx500 SR,7.61305E+12,silver,298mm,DT Swiss,MPWHAE,Box of 500,325,108.23,NOR,20,"Champion silver spokes 14g = 2mm box 500, 298 mm",champsr,Y,1,DTSW,N,,108.23,CH,1,108.23,1,0,1,0,1,0,1,0
SKC300,SPOK DT Champ 2 x 300mm Bx100,7.61305E+12,silver,300mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 300 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC302,SPOK DT Champ 2 x 302mm Bx100,7.61305E+12,silver,302mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 302 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC304,SPOK DT Champ 2 x 304mm Bx100,7.61305E+12,silver,304mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 304 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC306,SPOK DT Champ 2 x 306mm Bx100,7.61305E+12,silver,306mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 306 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC308,SPOK DT Champ 2 x 308mm Bx100,7.61305E+12,silver,308mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 308 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC310,SPOK DT Champ 2 x 310mm Bx100,7.61305E+12,silver,310mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 310 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC312,SPOK DT Champ 2 x 312mm Bx100,7.61305E+12,silver,312mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 312 mm",champsr,Y,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKC314,SPOK DT Champ 2 x 314mm Bx100,7.61305E+12,silver,314mm,DT Swiss,FPWHAF,Box of 100,65,27.07,NOR,20,"Champion silver spokes 14 g = 2 mm box 100, 314 mm",champsr,N,1,DTSW,N,,27.07,CH,1,27.07,1,0,1,0,1,0,1,0
SKCB180H,SPOK DT Champ 2 180 Bx100 BK,7.61305E+12,black,180mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 180 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB182H,SPOK DT Champ 2 182 Bx100 BK,7.61305E+12,black,182mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 182 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB184H,SPOK DT Champ 2 184 Bx100 BK,7.61305E+12,black,184mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 184 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB186H,SPOK DT Champ 2 186 Bx100 BK,7.61305E+12,black,186mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 186 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB188H,SPOK DT Champ 2 188 Bx100 BK,7.61305E+12,black,188mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 188 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB190H,SPOK DT Champ 2 190 Bx100 BK,7.61305E+12,black,190mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 190 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB192H,SPOK DT Champ 2 192 Bx100 BK,7.61305E+12,black,192mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 192 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB228H,SPOK DT Champ 2 228 Bx100 BK,7.61305E+12,black,228mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 228 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB230H,SPOK DT Champ 2 230 Bx100 BK,7.61305E+12,black,230mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 230 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB232H,SPOK DT Champ 2 232 Bx100 BK,7.61305E+12,black,232mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 232 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB234H,SPOK DT Champ 2 234 Bx100 BK,7.61305E+12,black,234mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 234 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB236H,SPOK DT Champ 2 236 Bx100 BK,7.61305E+12,black,236mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 236 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB238H,SPOK DT Champ 2 238 Bx100 BK,7.61305E+12,black,238mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 238 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB240H,SPOK DT Champ 2 240 Bx100 BK,7.61305E+12,black,240mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 240 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB244H,SPOK DT Champ 2 244 Bx100 BK,7.61305E+12,black,244mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 244 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB248H,SPOK DT Champ 2 248 Bx100 BK,7.61305E+12,black,248mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 248 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB250H,SPOK DT Champ 2 250 Bx100 BK,7.61305E+12,black,250mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 250 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB252H,SPOK DT Champ 2 252 Bx100 BK,7.61305E+12,black,252mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 252 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB254D,SPOK DT Champ 2 x254mm Bx500 BK,7.61305E+12,black,254mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 254 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB254H,SPOK DT Champ 2 254 Bx100 BK,7.61305E+12,black,254mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 254 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB256D,SPOK DT Champ 2 x256mm Bx500 BK,7.61305E+12,black,256mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 256 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB256H,SPOK DT Champ 2 256 Bx100 BK,7.61305E+12,black,256mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 256 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB258D,SPOK DT Champ 2 x258mm Bx500 BK,7.61305E+12,black,258mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 258 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB258H,SPOK DT Champ 2 258 Bx100 BK,7.61305E+12,black,258mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 258 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB260D,SPOK DT Champ 2 x260mm Bx500 BK,7.61305E+12,black,260mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 260 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB260H,SPOK DT Champ 2 260 Bx100 BK,7.61305E+12,black,260mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 260 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB262D,SPOK DT Champ 2 x262mm Bx500 BK,7.61305E+12,black,262mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 262 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB262H,SPOK DT Champ 2 262 Bx100 BK,7.61305E+12,black,262mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 262 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB264D,SPOK DT Champ 2 x264mm Bx500 BK,7.61305E+12,black,264mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 264 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB264H,SPOK DT Champ 2 264 Bx100 BK,7.63001E+12,black,264mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 264 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB266D,SPOK DT Champ 2 x266mm Bx500 BK,7.61305E+12,black,266mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 266 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB266H,SPOK DT Champ 2 266 Bx100 BK,7.61305E+12,black,266mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 266 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB268H,SPOK DT Champ 2 268 Bx100 BK,7.61305E+12,black,268mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 268 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB270D,SPOK DT Champ 2 x270mm Bx500 BK,7.61305E+12,black,270mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 270 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB270H,SPOK DT Champ 2 270 Bx100 BK,7.61305E+12,black,270mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 270 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB272D,SPOK DT Champ 2 x272mm Bx500 BK,7.61305E+12,black,272mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 272 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB272H,SPOK DT Champ 2 272 Bx100 BK,7.61305E+12,black,272mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 272 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB274D,SPOK DT Champ 2 x274mm Bx500 BK,7.61305E+12,black,274mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 274 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB274H,SPOK DT Champ 2 274 Bx100 BK,7.61305E+12,black,274mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 274 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB276D,SPOK DT Champ 2 x276mm Bx500 BK,7.61305E+12,black,276mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 276 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB276H,SPOK DT Champ 2 276 Bx100 BK,7.61305E+12,black,276mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 276 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB278H,SPOK DT Champ 2 278 Bx100 BK,7.61305E+12,black,278mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 278 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB280D,SPOK DT Champ 2 x280mm Bx500 BK,7.61305E+12,black,280mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 280 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB280H,SPOK DT Champ 2 280 Bx100 BK,7.61305E+12,black,280mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 280 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB282D,SPOK DT Champ 2 x282mm Bx500 BK,7.61305E+12,black,282mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 282 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB282H,SPOK DT Champ 2 282 Bx100 BK,7.61305E+12,black,282mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 282 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB284D,SPOK DT Champ 2 x284mm Bx500 BK,7.61305E+12,black,284mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 284 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB284H,SPOK DT Champ 2 284 Bx100 BK,7.61305E+12,black,284mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 284 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB286D,SPOK DT Champ 2 x286mm Bx500 BK,7.61305E+12,black,286mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 286 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB286H,SPOK DT Champ 2 286 Bx100 BK,7.61305E+12,black,286mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 286 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB288D,SPOK DT Champ 2 x288mm Bx500 BK,7.61305E+12,black,288mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 288 mm",champbk,N,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB288H,SPOK DT Champ 2 288 Bx100 BK,7.61305E+12,black,288mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 288 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB289,SPOK DT Champ 2 x 289mmBx72 BK,7.61305E+12,black,289mm,DT Swiss,FPWHAF,Box of 72,61.2,25.49,NOR,20,"Champion black spokes 14g = 2mm box 72, 289 mm",champbk,N,1,DTSW,Y,SKCB288H,25.49,CH,1,25.49,1,0,1,0,1,0,1,0
SKCB290D,SPOK DT Champ 2 x290mm Bx500 BK,7.61305E+12,black,290mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 290 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB290H,SPOK DT Champ 2 290 Bx100 BK,7.61305E+12,black,290mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 290 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB292D,SPOK DT Champ 2 x292mm Bx500 BK,7.61305E+12,black,292mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 292 mm",champbk,N,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB292H,SPOK DT Champ 2 292 Bx100 BK,7.61305E+12,black,292mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 292 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB294D,SPOK DT Champ 2 x294mm Bx500 BK,7.61305E+12,black,294mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 294 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB294H,SPOK DT Champ 2 294 Bx100 BK,7.61305E+12,black,294mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 294 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB296D,SPOK DT Champ 2 x296mm Bx500 BK,7.61305E+12,black,296mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 296 mm",champbk,Y,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB296H,SPOK DT Champ 2 296 Bx100 BK,7.61305E+12,black,296mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 296 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB298D,SPOK DT Champ 2 x298mm Bx500 BK,7.61305E+12,black,298mm,DT Swiss,MPWHAE,Box of 500,425,141.53,NOR,20,"Champion black spokes 14g = 2mm box 500, 298 mm",champbk,N,1,DTSW,N,,141.53,CH,1,141.53,1,0,1,0,1,0,1,0
SKCB298H,SPOK DT Champ 2 298 Bx100 BK,7.61305E+12,black,298mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 298 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB300H,SPOK DT Champ 2 300 Bx100 BK,7.61305E+12,black,300mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 300 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB302H,SPOK DT Champ 2 302 Bx100 BK,7.61305E+12,black,302mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 302 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB304H,SPOK DT Champ 2 304 Bx100 BK,7.61305E+12,black,304mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 304 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB306H,SPOK DT Champ 2 306 Bx100 BK,7.61305E+12,black,306mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 306 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB308H,SPOK DT Champ 2 308 Bx100 BK,7.61305E+12,black,308mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 308 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB310H,SPOK DT Champ 2 310 Bx100 BK,7.61305E+12,black,310mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 310 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB312H,SPOK DT Champ 2 312 Bx100 BK,7.61305E+12,black,312mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 312 mm",champbk,Y,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCB314H,SPOK DT Champ 2 314 Bx100 BK,7.61305E+12,black,314mm,DT Swiss,FPWHAF,Box of 100,85,35.4,NOR,20,"Champion black spokes 14g = 2mm box 100, 314 mm",champbk,N,1,DTSW,N,,35.4,CH,1,35.4,1,0,1,0,1,0,1,0
SKCRB248H,SPOK DT Comp Race 2 x 248mm Bx100 BK,7.61305E+12,black,248mm,DT Swiss,FPWHAF,Box of 100,125,62.5,NOR,20,"Competition Race 14 / 16 / 14 g = 2 / 1.6 mm box 100, black 248 mm",compracebk,Y,1,DTSW,N,,62.5,CH,1,62.5,1,0,1,0,1,0,1,0
SKCRB250H,SPOK DT Comp Race 2 x 250mm Bx100 BK,7.61305E+12,black,250mm,DT Swiss,FPWHAF,Box of 100,125,62.5,NOR,20,"Competition Race 14 / 16 / 14 g = 2 / 1.6 mm box 100, black 250 mm",compracebk,Y,1,DTSW,N,,62.5,CH,1,62.5,1,0,1,0,1,0,1,0
SKCRB252H,SPOK DT Comp Race 2 x 252mm Bx100 BK,7.61305E+12,black,252mm,DT Swiss,FPWHAF,Box of 100,125,62.5,NOR,20,"Competition Race 14 / 16 / 14 g = 2 / 1.6 mm box 100, black 252 mm",compracebk,Y,1,DTSW,N,,62.5,CH,1,62.5,1,0,1,0,1,0,1,0
